temporary_task_id|parent_temporary_id|task_code|task_description|age_from|age_to|difficulty|allows_note|subcategory|category|assessment_type
295|294||Prázdný x plný|||same||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
296||8|Stejně, vytváření dvojic|3.5||||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
297||9 M2|Méně x více – výrazný rozdíl|3.5|4|||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
298|297||Méně x více – výrazný rozdíl|||same||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
299||10 M1|Menší x větší|3.5|4|||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
300|299||Menší x větší|||same||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
301||11 M4|Kratší x delší|3.5|4|||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
302|301||Kratší x delší|||same||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
303||12 M6|Nižší x vyšší|3.5|4|||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
304|303||Nižší x vyšší|||same||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
305||13|Některé|4||||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
306||14|Žádné, nic|4||||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
307||15 M15|Méně, více, stejně při odlišné velikosti a uspořádání prvků|5|5.5|||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
308|307||Méně, více, stejně při odlišné velikosti a uspořádání prvků|||harder||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
309||16|O jeden více|5|6|||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
310||17|O jeden méně|5|6|||Porovnávání, pojmy, vztahy|Základní matematické představy|nezvládá / zvládá s dopomocí, předmět přiřadí / zvládá samostatně, pojmenuje
311||18 M18|Podle druhu (jídlo, hračky)|3|3.5|||Třídění, tvoření skupin|Základní matematické představy|Nezvládá / zvládá s dopomocí / zvládá samostatně, pojmenuje
312||19 M24|Podle barvy|3.5||||Třídění, tvoření skupin|Základní matematické představy|Nezvládá / zvládá s dopomocí / zvládá samostatně, pojmenuje
313||20 M24|Podle velikosti|3.5||||Třídění, tvoření skupin|Základní matematické představy|Nezvládá / zvládá s dopomocí / zvládá samostatně, pojmenuje
314||21 M24|Podle tvaru|5||||Třídění, tvoření skupin|Základní matematické představy|Nezvládá / zvládá s dopomocí / zvládá samostatně, pojmenuje
315||22 M22|Pozná, co do skupiny nepatří|5|5.5|||Třídění, tvoření skupin|Základní matematické představy|Nezvládá / zvládá s dopomocí / zvládá samostatně, pojmenuje
316|315||Pozná, co do skupiny nepatří|||harder||Třídění, tvoření skupin|Základní matematické představy|Nezvládá / zvládá s dopomocí / zvládá samostatně, pojmenuje
317||23 M24|Podle dvou kritérií (žluté kruhy)|5.5||||Třídění, tvoření skupin|Základní matematické představy|Nezvládá / zvládá s dopomocí / zvládá samostatně, pojmenuje
318||24 M24|Podle tří kritérií (malé žluté kruhy)|6||||Třídění, tvoření skupin|Základní matematické představy|Nezvládá / zvládá s dopomocí / zvládá samostatně, pojmenuje
319||25 M25|Seřadí tři prvky podle velikosti|4||||Řazení|Základní matematické představy|nezvládá / zvládá s dopomocí, seřadí, ale nepojmenuje / zvládá samostatně, pojmenuje
320||26 M26|Pojmenuje nejmenší, největší|4.5||||Řazení|Základní matematické představy|nezvládá / zvládá s dopomocí, seřadí, ale nepojmenuje / zvládá samostatně, pojmenuje
321||27 M25,27|Seřadí: malý, střední, velký Vysoký, vyšší, nejvyšší málo, méně, nejméně|4.5|5|||Řazení|Základní matematické představy|nezvládá / zvládá s dopomocí, seřadí, ale nepojmenuje / zvládá samostatně, pojmenuje
322||28 M25,27|Pojmenuje: malý, střední, velký vysoký, vyšší, nejvyšší málo, méně, nejméně|5||||Řazení|Základní matematické představy|nezvládá / zvládá s dopomocí, seřadí, ale nepojmenuje / zvládá samostatně, pojmenuje
323||29 M29|Seřadí pět prvků podle velikosti|5||||Řazení|Základní matematické představy|nezvládá / zvládá s dopomocí, seřadí, ale nepojmenuje / zvládá samostatně, pojmenuje
324||30|Množství do dvou|3||||Množství|Základní matematické představy|Nezvládá / zvládá s dopomocí / zvládá samostatně
325||31|Množství do tří|3.5||||Množství|Základní matematické představy|Nezvládá / zvládá s dopomocí / zvládá samostatně
326||32|Množství do čtyř|4|4.5|||Množství|Základní matematické představy|Nezvládá / zvládá s dopomocí / zvládá samostatně
327||33|Množství do pěti|5||||Množství|Základní matematické představy|Nezvládá / zvládá s dopomocí / zvládá samostatně
328||34|Množství do šesti|5|6|||Množství|Základní matematické představy|Nezvládá / zvládá s dopomocí / zvládá samostatně
329||35|Množství do …|||||Množství|Základní matematické představy|Nezvládá / zvládá s dopomocí / zvládá samostatně
330||36 M36|Kruh|3||||Tvary|Základní matematické představy|nezvládá / zvládá s dopomocí, přiřadí / zvládá samostatně, pojmenuje
331||37 M37|Čtverec|3.5|4|||Tvary|Základní matematické představy|nezvládá / zvládá s dopomocí, přiřadí / zvládá samostatně, pojmenuje
332||38 M38|Trojúhelník|5||||Tvary|Základní matematické představy|nezvládá / zvládá s dopomocí, přiřadí / zvládá samostatně, pojmenuje
333||39 M39|Obdélník|5.5|6|||Tvary|Základní matematické představy|nezvládá / zvládá s dopomocí, přiřadí / zvládá samostatně, pojmenuje
334||1|Dokáže se odloučit od matky|3|4|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
335||2|Projevuje zájem o ostatní děti|3|4|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
336||3|Postupně se učí ovládat své chování a brát v úvahu ostatní děti|3|4|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
337||4|Postupně chápe, v čem spočívá střídání, ale ne vždy je schopné a ochotné ho dodržet|3|4|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
338||5|Začíná kooperovat s dětmi, respektovat je (učí se počkat, až na něj příjde řada, chápe, že je nutné se rozdělit…)|3|4|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
339||6|Zvyká si říkat ,,děkuji, prosím, dobrý den, na shledanou…” (zpočátku jako odezvu, po připomenutí, ještě neužíva spontánne)|3|4|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
340||7|Postupně se učí chápat a dodržovat pravidla chování a jednání (neubližovat si navzájem, umět navázat kontakt, poprosit, požádat…)|3|4|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
341||8|Projevuje soucit, poskytuje útěchu (výrazem, gestem, slovně…)|3|4|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
342||9|Poprosí o pomoc, když má problém|3|4|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
343||10|V případě konfliktu se uchyluje spíše ke slovním, než tělesným výpadům|3|4|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
344||11|Rádo se kamarádí (případně uzavírá přátelství s jedním či dvěma dětmi)|4|5|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
345||12|Vůči mladším dětem projevuje náklonnost, chová se ochranitelsky|4|5|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
346||13|Umí se vcítit do druhého, myslet na něj, podělit se, půjčit, dávat dárky…|4|5|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
347||14|Vesměs dodržuje základní pravidla slušného chování a zdvořilostní pravidla|4|5|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
348||15|Domluví se s ostatními (umí vyjádřit svoje nápady, potřeby, požádat o něco, dokáže hájit svůj názor…)|4|5|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
349||16|Spolupracuje, zapojuje se do činností ve skupině a vzájemně pomáhá|4|5|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
350||17|Umí počkat, až na něj přijde řada|4|5|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
351||18|Dokáže přijmout, že jiné dítě získá pozici, výhody, pozornost, kterou mělo ono samo před chvílí|4|5|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
352||19|Správně reaguje na pokyny autority (na prosbu, požadavek, zákaz, je přístupnější argumentům dospělého…)|4|5|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
353||20|Umí zhodnotit pod vedením dospělého následky vlastního chování v jednoduchých situacích|4|5|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
354||21|Na veřejnosti se chová přiměřeně (v kině, v divadle, v obchodě, u lékaře…)|4|5|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
355||22|Požádá o dovolení, aby si mohlo hrát s hračkou|4|5|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
356||23|Vědomě projevuje zdvořilostní chování (pozdraví, přivítá se, rozloučí se, přeje dobrou chuť, dobré ráno, dobrou noc, odpovídá na otázky…)|5|6|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
357||24|Začíná se rozvíjet smysl pro morálku (dokáže rozpoznat vhodné či nevhodné chování, projevuje ohleduplnost, čestnost, soucit…)|5|6|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
358||25|Dokáže odmítnout nežádoucí chování (lež, nespravedlnost, ubližování, odolá navádění k něčemu nesprávnému, odmítne, co je mu nepříjemné…)|5|6|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
359||26|Zná základní pravidla chování na ulici (přecházení, správné reagování na světelnou signalizaci…)|5|6|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
360||27|Samostatněji plní i náročnější úkoly a zhodnotí výsledky (co jsem udělal dobře, co špatně, při různých činnostech projevuje samostatnost, rozhodnost, nebojácnost, vytrvalost, otevřenost…)|5|6|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
361||28|Začíná rozlišovat mezi hrou a úkolem (rozvíjí smysl pro povinnost, odpovědnost, dokončení započaté práce, pomoc druhým…)|5|6|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
362||29|Udržuje pořádek ve vlastních věcech i ve společných prostorách|5|6|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
363||30|Trpělivě překonává překážky|5|6|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
364||31|Zapojuje se mezi ostatní děti do her, při nichž je třeba rozhodovat, rozdělit role, dodržovat určitá pravidla|5|6|||Sociální dovednosti|Sociální dovednosti|Nezvládá / zvládá s dopomocí / zvládá samostatně
365||1|Staví z kostek (komín, vláček, most)|3||||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
366||2|Navléká větší dřevěné korálky|3||||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
367||3|Zastrká kolíky a jednoduché tvary do otvorů|3||||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
368||4|Hraje si s vodou, hlínou, pískem|3||||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
369||5|Napodobuje někoho nebo něco (krmí panenku, nakládá auto)|3||||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
370||6|Symbolická hra ,,jen jako”|3||||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
371||7|Má rádo hračky, které jezdí (odrážedlo, tříkolku), vymýšlí jízdní dráhy pro autíčka|3|4|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
372||8|Hraje si s pískem (dělá bábovičky, staví hrady, tunely)|3|4|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
373||9|Staví z kostek, jednoduchých stavebnic|3|4|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
374||10|Skládá jednoduché puzzle, skládanky|3|4|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
375||11|Hraje si s figurkami lidí, zvířat|3|4|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
376||12|Hraje si jako ,,doopravdy” na vaření, na doktora, prodavače, opraváře, farmáře|3|4|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
377||13|Hraje si s převleky|3|4|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
378||14|Sleduje hru ostatních a již se po kratší dobu účastní hry s jiným dítětem|3|4|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
379||15|Pohybové hry|4|5|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
380||16|Konstruktivní hry|4|5|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
381||17|Námětové hry|4|5|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
382||18|Hry s převleky|4|5|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
383||19|Společenské hry|4|5|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
384||20|Didaktické hry|4|5|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
385||21|Rukodělné (výtvarné) činnosti|4|5|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
386||22|Vyhledává hraní s dětmi|4|5|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
387||23|Pohybové hry|5|6|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
388||24|Konstruktivní hry|5|6|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
389||25|Námětové hry|5|6|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
390||26|Hry s převleky|5|6|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
391||27|Společenské hry|5|6|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
392||28|Didaktické hry|5|6|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
393||29|Rukodělné (výtvarné) činnosti|5|6|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
394||30|Akceptuje pravidla soutěživých her|5|6|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
395||31|Daří se mu vyrovnat s prohrou|5|6|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
396||32|Při hrách uplatňuje iniciativu|5|6|||Hra|Hra|Nezvládá / zvládá s dopomocí / zvládá samostatně
397||33|Soustředení na hru|3|4||1|Soustředení na hru|Soustředení na hru|Nezvládá / zvládá s dopomocí / zvládá samostatně
398|397||Soustředení na hru|4|5||1|Soustředení na hru|Soustředení na hru|Nezvládá / zvládá s dopomocí / zvládá samostatně
399|397||Soustředení na hru|5|6||1|Soustředení na hru|Soustředení na hru|Nezvládá / zvládá s dopomocí / zvládá samostatně
400||1|Musí být upozorněno|2.5|3|||Hygiena|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
401||2|Aktivně hlásí potřebu|3||||Hygiena|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
402||3|Jde samo na WC (stáhne, natáhne si kalhotky, kalhoty)|4||||Hygiena|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
403||4|Po použití WC si umyje a utře ruce|3.5|4|||Hygiena|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
404||5|Při spaní je suché (vydrží nebo se probudí v případě potřeby)|3.5|4|||Umývání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
405||6|Správně používá toaletní papír|4|5|||Umývání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
406||7|Hygienu udržuje samostatně (jde samo, použije toaletní papír, splachovací zařízení, umyje a utře si ruce)|5|6|||Umývání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
407||8|Opláchne si ruce, utře se|3.5|4|||Umývání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
408||9|Namydlí si ruce, umyje si obličej, utře se|3.5|4|||Umývání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
409||10|Učí se samo si čistit zuby|3.5|4|||Umývání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
410||11|Na upozornění se vysmrká|4||||Umývání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
411||12|Samostatně používá kapesník|4|5|||Umývání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
412||13|Samostatně si vyčistí zuby|4|5|||Umývání||Nezvládá / zvládá s dopomocí / zvládá samostatně
413||14|Pozná, kdy je třeba si umýt špinavé ruce, pusu|5|6|||Umývání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
414||15|Rozepne si zip|3||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
415||16|Stáhne a natáhne si kalhoty|3||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
416||17|Stáhne a natáhne si tričko, svetr, když ho má z poloviny na hlavě|3||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
417||18|Rukama si zuje boty|3||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
418||19|Obleče a vysleče si jednoducé oblečení (tričko, tepláky…)|3|4|||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
419||20|Obleče a vysvleče si ponožky|3|4|||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
420||21|Zapne si boty na suchý zip|3|4|||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
421||22|Rozepne lehce rozepnutelné knoflíky|4||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
422||23|Samostatněji se obléká a svléká|4||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
423||24|Samostatněji se obuje a vyzuje (bez zavázání tkaniček)|4||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
424||25|Snaží se ukládat věci na správné místo|4||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
425||26|Samostatně se obleče bez zavazování bot|5||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
426||27|Zvládá zapínání a rozepínání knoflíků|5||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
427||28|Složí a uloží si věci na příslušné místo|5||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
428||29|Rozlišuje mezi přední a zadní částí oděvu|5||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
429||30|Pozná svoje oblečení|5||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
430||31|Zkouší zavazovat tkanićky|5||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
431||32|Zapíná zip|5||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
432||33|Obrací oděv, když je naruby|6||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
433||34|Dokáže pojmenovat jednotlivé druhy a části oblečení a zvolit vhodné oblečení a obuv podle počasí a podle příležitosti|6||||Oblékání|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
434||35|Správně drží lžičku|3||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
435||36|Jí samo, z vlastního talíře|3||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
436||37|Pije z hrnečku, skleničky|3||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
437||38|Pomáhá s chystáním předmětů ke stolování (prostírání, lžíce…)|3||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
438||39|Učí se napichovat vidličkou|3||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
439||40|Jí samstatně a čistě lžičkou i vidličkou|3||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
440||41|Začíná používat příborový nůž|4|4.5|||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
441||42|Nalévá si pití ze zásobníku|4||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
442||43|Během celého jídla sedí u stolu|4||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
443||44|Dokáže prostřít s dopomocí|4||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
444||45|Samostatně prostře i sklidí ze stolu|5||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
445||46|Krájí jídlo nožem|5|5.5|||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
446||47|Namaže si chleba s dopomocí|5||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
447||48|Nalije si nápoj ze džbánu|5||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
448||49|Běžně používá příbor|6||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
449||50|Samostatně si namaže chleba|6||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
450||51|Samostatně si nalije polévku|6||||Stolování|Sebeobsluha – samostatnost|Nezvládá / zvládá s dopomocí / zvládá samostatně
